price,quantity_sold,buyer_race,mon,tues,wed,thurs,wind_speed,wave_height,day
0.5857142806053162,3620,asian,0,0,0,0,5,3.5,53
0.6428570747375488,1153,white,0,0,0,0,5,3.5,53
0.4124999940395355,2800,asian,1,0,0,0,10,5.5,54
0.4483332931995392,6800,white,1,0,0,0,10,5.5,54
0.6000000238418579,5940,asian,0,1,0,0,10,3.5,55
0.7071427702903748,1300,white,0,1,0,0,10,3.5,55
0.7722222208976746,2320,asian,0,0,1,0,10,5,56
0.8700000047683716,540,white,0,0,1,0,10,5,56
0.7166666984558105,3075,asian,0,0,0,1,20,6.5,57
0.7480000257492065,2900,white,0,0,0,1,20,6.5,57
0.6833332777023315,1120,asian,0,0,0,0,25,6.5,58
0.6944444179534912,950,white,0,0,0,0,25,6.5,58
0.6000000238418579,1560,asian,1,0,0,0,15,3.5,59
0.6388888955116272,2980,white,1,0,0,0,15,3.5,59
0.5083333253860474,3380,asian,0,1,0,0,15,4,60
0.6214284896850586,2690,white,0,1,0,0,15,4,60
0.9166666865348816,630,asian,0,0,1,0,15,5,61
1,620,white,0,0,1,0,15,5,61
1.0833330154418945,1500,asian,0,0,0,1,10,5,62
1.15625,1305,white,0,0,0,1,10,5,62
0.6000000238418579,1460,asian,0,0,0,0,10,8,63
0.5954545736312866,3050,white,0,0,0,0,10,8,63
0.699999988079071,335,asian,1,0,0,0,5,3,64
1,950,white,1,0,0,0,5,3,64
0.7400000095367432,1420,asian,0,1,0,0,5,7,65
0.7749999761581421,410,white,0,1,0,0,5,7,65
0.6200000047683716,1530,asian,0,0,1,0,15,7,66
0.675000011920929,950,white,0,0,1,0,15,7,66
0.6117647290229797,4440,asian,0,0,0,1,10,4,67
0.615384578704834,4225,white,0,0,0,1,10,4,67
0.8071429133415222,1530,asian,0,0,0,0,10,5,68
0.8416666984558105,340,white,0,0,0,0,10,5,68
1.149999976158142,660,asian,1,0,0,0,25,8,69
1.2166670560836792,480,white,1,0,0,0,25,8,69
0.8999999761581421,360,asian,0,1,0,0,10,6.5,70
1.3333330154418945,690,white,0,1,0,0,10,6.5,70
0.800000011920929,3440,asian,0,0,1,0,10,4,71
0.8416666984558105,830,white,0,0,1,0,10,4,71
0.6312500238418579,3270,asian,0,0,0,1,10,4,72
0.643750011920929,5320,white,0,0,0,1,10,4,72
0.5266665816307068,6190,asian,0,0,0,0,10,4,73
0.5911765098571777,3270,white,0,0,0,0,10,4,73
0.6499999761581421,1482,asian,1,0,0,0,10,4,74
0.6916667222976685,2550,white,1,0,0,0,10,4,74
0.75,200,asian,0,1,0,0,10,4,75
0.6166666746139526,675,white,0,1,0,0,10,4,75
0.5066667199134827,6660,asian,0,0,1,0,10,3,76
0.5866667032241821,4280,white,0,0,1,0,10,3,76
0.65625,1400,asian,0,0,0,1,10,3,77
0.7229999899864197,1725,white,0,0,0,1,10,3,77
0.6449999809265137,3480,asian,0,0,0,0,10,3,78
0.7571427822113037,990,white,0,0,0,0,10,3,78
0.6812499761581421,2960,asian,1,0,0,0,15,3.5,79
0.7950000166893005,1560,white,1,0,0,0,15,3.5,79
0.6499999761581421,930,asian,0,1,0,0,15,4,80
0.735714316368103,680,white,0,1,0,0,15,4,80
0.6000000238418579,190,asian,0,0,1,0,5,4,81
0.925000011920929,180,white,0,0,1,0,5,4,81
0.71875,4820,asian,0,0,0,1,5,3,82
0.75,2350,white,0,0,0,1,5,3,82
0.7807692289352417,4750,asian,0,0,0,0,10,4,83
0.8187500238418579,890,white,0,0,0,0,10,4,83
0.7475000023841858,4600,asian,0,1,0,0,10,4,84
0.7555556297302246,1260,white,0,1,0,0,10,4,84
0.8550000190734863,1620,asian,0,0,1,0,10,3,85
0.9363635778427124,1330,white,0,0,1,0,10,3,85
0.8533334136009216,3330,asian,0,0,0,1,10,5,86
0.8657143115997314,2520,white,0,0,0,1,10,5,86
0.5807691812515259,9120,asian,0,0,0,0,10,5,87
0.6692308187484741,1660,white,0,0,0,0,10,5,87
0.606249988079071,1620,asian,1,0,0,0,10,3.5,88
0.6600000262260437,1440,white,1,0,0,0,10,3.5,88
0.533333420753479,1260,asian,0,1,0,0,10,3,89
0.6055554747581482,1260,white,0,1,0,0,10,3,89
0.43333330750465393,3420,asian,0,0,1,0,10,3,90
0.5166667103767395,970,white,0,0,1,0,10,3,90
0.3799999952316284,4890,asian,0,0,0,1,10,3,91
0.4749999940395355,2050,white,0,0,0,1,10,3,91
0.30882349610328674,5700,asian,0,0,0,0,10,3.5,92
0.3375000059604645,900,white,0,0,0,0,10,3.5,92
0.320833295583725,2290,asian,1,0,0,0,15,4.5,93
0.643750011920929,1160,white,1,0,0,0,15,4.5,93
0.875,540,asian,0,1,0,0,12,4.5,94
0.9333332777023315,690,white,0,1,0,0,12,4.5,94
1.2357139587402344,1000,asian,0,0,1,0,12,5,95
1.25,250,white,0,0,1,0,12,5,95
1.25,2500,asian,0,0,0,1,15,6,96
1.25,1480,white,0,0,0,1,15,6,96
1.7300000190734863,3040,asian,0,0,0,0,15,9,97
1.7083330154418945,740,white,0,0,0,0,15,9,97
