resp_id,ques,alt,choice_id,segment,seat,trans,convert,price,choice,seat4,seat5,auto
7,6,3,706,basic,2,manual,1,35,1,0,0,0
7,7,1,707,basic,4,manual,1,40,0,1,0,0
7,7,2,707,basic,2,auto,0,30,1,0,0,1
7,7,3,707,basic,2,manual,1,30,0,0,0,0
7,8,1,708,basic,5,manual,0,30,0,0,1,0
7,8,2,708,basic,2,auto,0,35,1,0,0,1
7,8,3,708,basic,5,manual,0,40,0,0,1,0
7,9,1,709,basic,2,auto,1,30,1,0,0,1
7,9,2,709,basic,2,manual,0,35,0,0,0,0
7,9,3,709,basic,5,auto,0,40,0,0,1,1
7,10,1,710,basic,4,auto,1,40,0,1,0,1
7,10,2,710,basic,5,auto,1,30,1,0,1,1
7,10,3,710,basic,2,auto,1,40,0,0,0,1
8,1,1,801,basic,5,manual,0,40,1,0,1,0
8,1,2,801,basic,2,manual,0,30,0,0,0,0
8,1,3,801,basic,4,auto,0,30,0,1,0,1
8,2,1,802,basic,4,manual,1,35,0,1,0,0
8,2,2,802,basic,2,manual,0,35,0,0,0,0
8,2,3,802,basic,4,auto,1,35,1,1,0,1
8,3,1,803,basic,4,manual,1,30,1,1,0,0
8,3,2,803,basic,5,auto,0,40,0,0,1,1
8,3,3,803,basic,5,auto,1,30,0,0,1,1
8,4,1,804,basic,2,manual,1,30,0,0,0,0
8,4,2,804,basic,5,manual,0,30,0,0,1,0
8,4,3,804,basic,2,auto,0,30,1,0,0,1
8,5,1,805,basic,2,auto,1,30,0,0,0,1
8,5,2,805,basic,2,auto,0,35,1,0,0,1
8,5,3,805,basic,2,manual,0,40,0,0,0,0
8,6,1,806,basic,2,manual,1,35,0,0,0,0
8,6,2,806,basic,5,manual,1,30,1,0,1,0
8,6,3,806,basic,4,auto,0,35,0,1,0,1
8,7,1,807,basic,2,manual,1,40,0,0,0,0
8,7,2,807,basic,5,manual,1,40,0,0,1,0
8,7,3,807,basic,5,auto,1,35,1,0,1,1
8,8,1,808,basic,5,manual,0,35,0,0,1,0
8,8,2,808,basic,4,auto,1,30,0,1,0,1
8,8,3,808,basic,5,auto,0,30,1,0,1,1
8,9,1,809,basic,2,auto,1,40,0,0,0,1
8,9,2,809,basic,2,auto,0,40,0,0,0,1
8,9,3,809,basic,4,auto,0,40,1,1,0,1
8,10,1,810,basic,4,auto,1,40,0,1,0,1
8,10,2,810,basic,5,manual,1,35,1,0,1,0
8,10,3,810,basic,4,manual,0,30,0,1,0,0
9,1,1,901,basic,4,auto,0,40,0,1,0,1
9,1,2,901,basic,2,auto,0,40,0,0,0,1
9,1,3,901,basic,5,auto,1,40,1,0,1,1
9,2,1,902,basic,2,auto,0,35,0,0,0,1
9,2,2,902,basic,5,auto,0,35,0,0,1,1
9,2,3,902,basic,2,auto,1,30,1,0,0,1
9,3,1,903,basic,2,auto,0,30,1,0,0,1
9,3,2,903,basic,5,manual,0,40,0,0,1,0
9,3,3,903,basic,5,auto,0,40,0,0,1,1
9,4,1,904,basic,4,manual,1,35,0,1,0,0
9,4,2,904,basic,2,auto,1,40,0,0,0,1
9,4,3,904,basic,4,auto,0,30,1,1,0,1
9,5,1,905,basic,5,auto,1,30,1,0,1,1
9,5,2,905,basic,5,auto,1,35,0,0,1,1
9,5,3,905,basic,4,manual,0,35,0,1,0,0
9,6,1,906,basic,4,manual,0,30,1,1,0,0
9,6,2,906,basic,2,manual,1,40,0,0,0,0
9,6,3,906,basic,4,manual,1,30,0,1,0,0
9,7,1,907,basic,2,manual,0,35,0,0,0,0
9,7,2,907,basic,4,auto,1,35,1,1,0,1
9,7,3,907,basic,2,manual,1,30,0,0,0,0
9,8,1,908,basic,5,manual,1,30,0,0,1,0
9,8,2,908,basic,2,manual,1,35,0,0,0,0
9,8,3,908,basic,4,auto,1,30,1,1,0,1
9,9,1,909,basic,5,manual,1,40,0,0,1,0
9,9,2,909,basic,2,manual,0,40,0,0,0,0
9,9,3,909,basic,5,manual,0,30,1,0,1,0
9,10,1,910,basic,4,manual,1,40,0,1,0,0
9,10,2,910,basic,4,auto,1,40,0,1,0,1
9,10,3,910,basic,2,auto,1,35,1,0,0,1
10,1,1,1001,basic,5,auto,1,30,1,0,1,1
10,1,2,1001,basic,4,manual,0,30,0,1,0,0
10,1,3,1001,basic,2,auto,0,30,0,0,0,1
10,2,1,1002,basic,4,auto,1,35,1,1,0,1
10,2,2,1002,basic,5,manual,0,30,0,0,1,0
10,2,3,1002,basic,4,auto,1,40,0,1,0,1
10,3,1,1003,basic,2,manual,0,35,0,0,0,0
10,3,2,1003,basic,2,auto,1,30,1,0,0,1
10,3,3,1003,basic,4,manual,0,35,0,1,0,0
10,4,1,1004,basic,5,manual,0,35,0,0,1,0
10,4,2,1004,basic,5,auto,1,40,1,0,1,1
10,4,3,1004,basic,4,manual,0,40,0,1,0,0
10,5,1,1005,basic,5,auto,0,35,1,0,1,1
10,5,2,1005,basic,2,auto,0,35,0,0,0,1
10,5,3,1005,basic,4,auto,0,30,0,1,0,1
10,6,1,1006,basic,5,auto,0,40,0,0,1,1
10,6,2,1006,basic,4,auto,1,30,1,1,0,1
10,6,3,1006,basic,2,auto,1,35,0,0,0,1
10,7,1,1007,basic,2,auto,1,40,0,0,0,1
10,7,2,1007,basic,2,manual,0,40,0,0,0,0
10,7,3,1007,basic,5,auto,0,30,1,0,1,1
10,8,1,1008,basic,5,manual,1,40,0,0,1,0
10,8,2,1008,basic,4,manual,1,35,0,1,0,0
10,8,3,1008,basic,4,auto,0,35,1,1,0,1
10,9,1,1009,basic,2,manual,1,35,0,0,0,0
10,9,2,1009,basic,2,manual,1,40,0,0,0,0
10,9,3,1009,basic,5,manual,1,30,1,0,1,0
10,10,1,1010,basic,2,auto,0,40,0,0,0,1
10,10,2,1010,basic,5,manual,0,40,0,0,1,0
10,10,3,1010,basic,2,manual,0,30,1,0,0,0
11,1,1,1101,basic,4,auto,0,40,0,1,0,1
11,1,2,1101,basic,4,auto,0,35,0,1,0,1
11,1,3,1101,basic,2,manual,0,30,1,0,0,0
11,2,1,1102,basic,5,auto,1,30,0,0,1,1
11,2,2,1102,basic,2,manual,1,30,0,0,0,0
11,2,3,1102,basic,5,auto,0,35,1,0,1,1
11,3,1,1103,basic,2,manual,0,35,0,0,0,0
11,3,2,1103,basic,2,auto,1,40,0,0,0,1
11,3,3,1103,basic,4,manual,0,35,1,1,0,0
11,4,1,1104,basic,5,manual,1,30,1,0,1,0
11,4,2,1104,basic,5,manual,0,40,0,0,1,0
11,4,3,1104,basic,5,manual,0,35,0,0,1,0
11,5,1,1105,basic,5,auto,0,40,0,0,1,1
11,5,2,1105,basic,5,manual,1,35,1,0,1,0
11,5,3,1105,basic,4,manual,0,40,0,1,0,0
11,6,1,1106,basic,5,auto,1,35,1,0,1,1
11,6,2,1106,basic,4,manual,1,30,0,1,0,0
11,6,3,1106,basic,2,auto,0,40,0,0,0,1
11,7,1,1107,basic,5,manual,0,30,1,0,1,0
11,7,2,1107,basic,2,manual,0,40,0,0,0,0
11,7,3,1107,basic,4,manual,0,30,0,1,0,0
11,8,1,1108,basic,2,auto,1,30,1,0,0,1
11,8,2,1108,basic,2,auto,0,35,0,0,0,1
11,8,3,1108,basic,2,manual,1,35,0,0,0,0
11,9,1,1109,basic,2,auto,1,35,1,0,0,1
11,9,2,1109,basic,4,auto,1,40,0,1,0,1
11,9,3,1109,basic,4,manual,1,40,0,1,0,0
11,10,1,1110,basic,5,auto,0,30,1,0,1,1
11,10,2,1110,basic,4,auto,0,30,0,1,0,1
11,10,3,1110,basic,2,auto,0,30,0,0,0,1
12,1,1,1201,racer,2,auto,0,35,0,0,0,1
12,1,2,1201,racer,5,manual,0,35,1,0,1,0
12,1,3,1201,racer,5,auto,1,30,0,0,1,1
12,2,1,1202,racer,4,manual,1,30,0,1,0,0
12,2,2,1202,racer,4,auto,0,40,0,1,0,1
12,2,3,1202,racer,2,manual,1,35,1,0,0,0
12,3,1,1203,racer,2,manual,0,30,1,0,0,0
12,3,2,1203,racer,4,manual,0,40,0,1,0,0
12,3,3,1203,racer,4,auto,1,35,0,1,0,1
12,4,1,1204,racer,4,manual,1,35,0,1,0,0
12,4,2,1204,racer,4,auto,0,30,0,1,0,1
12,4,3,1204,racer,2,auto,1,35,1,0,0,1
12,5,1,1205,racer,5,manual,0,40,1,0,1,0
12,5,2,1205,racer,5,auto,0,35,0,0,1,1
12,5,3,1205,racer,2,auto,1,40,0,0,0,1
12,6,1,1206,racer,2,auto,0,30,0,0,0,1
12,6,2,1206,racer,5,manual,0,30,0,0,1,0
12,6,3,1206,racer,4,manual,0,30,1,1,0,0
12,7,1,1207,racer,4,manual,0,35,1,1,0,0
12,7,2,1207,racer,2,manual,1,40,0,0,0,0
12,7,3,1207,racer,5,auto,1,40,0,0,1,1
12,8,1,1208,racer,2,manual,0,40,0,0,0,0
12,8,2,1208,racer,2,auto,0,40,0,0,0,1
12,8,3,1208,racer,2,manual,0,35,1,0,0,0
12,9,1,1209,racer,5,auto,0,40,0,0,1,1
12,9,2,1209,racer,5,manual,1,30,1,0,1,0
12,9,3,1209,racer,4,manual,1,40,0,1,0,0
12,10,1,1210,racer,5,auto,1,35,1,0,1,1
12,10,2,1210,racer,2,auto,1,30,0,0,0,1
12,10,3,1210,racer,4,auto,1,30,0,1,0,1
13,1,1,1301,basic,5,manual,1,35,0,0,1,0
13,1,2,1301,basic,5,manual,1,30,1,0,1,0
13,1,3,1301,basic,4,manual,0,40,0,1,0,0
13,2,1,1302,basic,5,auto,0,35,1,0,1,1
13,2,2,1302,basic,4,auto,1,35,0,1,0,1
13,2,3,1302,basic,5,auto,1,30,0,0,1,1
13,3,1,1303,basic,2,auto,1,40,1,0,0,1
13,3,2,1303,basic,5,auto,1,40,0,0,1,1
13,3,3,1303,basic,2,manual,0,35,0,0,0,0
13,4,1,1304,basic,4,manual,1,40,0,1,0,0
13,4,2,1304,basic,5,auto,0,30,1,0,1,1
13,4,3,1304,basic,2,manual,1,35,0,0,0,0
13,5,1,1305,basic,4,auto,0,35,0,1,0,1
13,5,2,1305,basic,4,auto,0,30,1,1,0,1
13,5,3,1305,basic,4,auto,1,40,0,1,0,1
13,6,1,1306,basic,4,manual,1,30,1,1,0,0
13,6,2,1306,basic,4,manual,1,35,0,1,0,0
13,6,3,1306,basic,2,auto,0,35,0,0,0,1
13,7,1,1307,basic,4,manual,0,35,0,1,0,0
13,7,2,1307,basic,5,manual,0,30,1,0,1,0
13,7,3,1307,basic,5,manual,0,40,0,0,1,0
13,8,1,1308,basic,5,manual,1,40,0,0,1,0
13,8,2,1308,basic,5,auto,0,40,1,0,1,1
13,8,3,1308,basic,2,auto,1,30,0,0,0,1
13,9,1,1309,basic,2,manual,1,30,0,0,0,0
13,9,2,1309,basic,4,manual,0,30,1,1,0,0
13,9,3,1309,basic,2,auto,0,40,0,0,0,1
13,10,1,1310,basic,2,manual,1,40,0,0,0,0
13,10,2,1310,basic,5,auto,1,35,1,0,1,1
13,10,3,1310,basic,2,auto,1,35,0,0,0,1
14,1,1,1401,basic,5,auto,1,30,1,0,1,1
14,1,2,1401,basic,2,manual,0,40,0,0,0,0
14,1,3,1401,basic,5,manual,0,35,0,0,1,0
14,2,1,1402,basic,2,manual,1,40,0,0,0,0
14,2,2,1402,basic,5,manual,1,30,0,0,1,0
14,2,3,1402,basic,5,manual,0,30,1,0,1,0
14,3,1,1403,basic,5,auto,0,35,1,0,1,1
14,3,2,1403,basic,2,manual,1,30,0,0,0,0
14,3,3,1403,basic,4,manual,1,35,0,1,0,0
14,4,1,1404,basic,4,manual,1,40,0,1,0,0
14,4,2,1404,basic,4,auto,1,40,0,1,0,1
14,4,3,1404,basic,2,manual,0,30,1,0,0,0
14,5,1,1405,basic,2,auto,1,35,0,0,0,1
14,5,2,1405,basic,2,auto,1,30,1,0,0,1
14,5,3,1405,basic,2,auto,1,40,0,0,0,1
14,6,1,1406,basic,5,auto,0,40,1,0,1,1
14,6,2,1406,basic,5,manual,0,40,0,0,1,0
14,6,3,1406,basic,5,auto,1,40,0,0,1,1
14,7,1,1407,basic,2,auto,0,30,1,0,0,1
14,7,2,1407,basic,4,auto,0,30,0,1,0,1
14,7,3,1407,basic,4,auto,0,35,0,1,0,1
14,8,1,1408,basic,4,manual,0,35,0,1,0,0
14,8,2,1408,basic,4,auto,1,30,1,1,0,1
14,8,3,1408,basic,4,auto,1,35,0,1,0,1
14,9,1,1409,basic,4,manual,0,30,0,1,0,0
14,9,2,1409,basic,2,auto,0,40,0,0,0,1
14,9,3,1409,basic,2,auto,0,35,1,0,0,1
14,10,1,1410,basic,5,manual,1,40,0,0,1,0
14,10,2,1410,basic,4,manual,0,40,0,1,0,0
14,10,3,1410,basic,5,auto,0,30,1,0,1,1
15,1,1,1501,basic,4,manual,1,35,0,1,0,0
15,1,2,1501,basic,2,manual,0,35,1,0,0,0
15,1,3,1501,basic,2,manual,1,40,0,0,0,0
15,2,1,1502,basic,2,manual,0,30,0,0,0,0
15,2,2,1502,basic,2,auto,0,40,0,0,0,1
15,2,3,1502,basic,4,auto,1,30,1,1,0,1
15,3,1,1503,basic,4,manual,1,30,1,1,0,0
15,3,2,1503,basic,2,manual,1,35,0,0,0,0
15,3,3,1503,basic,5,auto,0,30,0,0,1,1
15,4,1,1504,basic,2,manual,1,30,0,0,0,0
15,4,2,1504,basic,5,manual,0,30,0,0,1,0
15,4,3,1504,basic,4,auto,0,30,1,1,0,1
15,5,1,1505,basic,4,auto,0,40,1,1,0,1
15,5,2,1505,basic,5,manual,0,40,0,0,1,0
15,5,3,1505,basic,5,manual,1,35,0,0,1,0
15,6,1,1506,basic,2,auto,1,40,0,0,0,1
15,6,2,1506,basic,4,manual,0,40,0,1,0,0
15,6,3,1506,basic,4,auto,0,35,1,1,0,1
15,7,1,1507,basic,4,manual,0,35,0,1,0,0
15,7,2,1507,basic,2,auto,0,30,1,0,0,1
15,7,3,1507,basic,5,manual,1,40,0,0,1,0
15,8,1,1508,basic,5,manual,1,30,0,0,1,0
15,8,2,1508,basic,5,auto,1,30,0,0,1,1
15,8,3,1508,basic,5,auto,1,35,1,0,1,1
15,9,1,1509,basic,4,auto,1,35,0,1,0,1
15,9,2,1509,basic,2,auto,0,35,1,0,0,1
15,9,3,1509,basic,2,auto,1,30,0,0,0,1
15,10,1,1510,basic,5,auto,0,35,1,0,1,1
15,10,2,1510,basic,2,manual,0,40,0,0,0,0
15,10,3,1510,basic,4,manual,1,40,0,1,0,0
16,1,1,1601,basic,2,auto,0,40,0,0,0,1
16,1,2,1601,basic,5,auto,1,30,1,0,1,1
16,1,3,1601,basic,5,manual,1,35,0,0,1,0
16,2,1,1602,basic,5,manual,0,35,1,0,1,0
16,2,2,1602,basic,5,manual,1,40,0,0,1,0
16,2,3,1602,basic,2,auto,0,35,0,0,0,1
16,3,1,1603,basic,5,auto,1,35,0,0,1,1
16,3,2,1603,basic,4,manual,0,30,0,1,0,0
16,3,3,1603,basic,2,manual,0,30,1,0,0,0
16,4,1,1604,basic,4,auto,0,35,0,1,0,1
16,4,2,1604,basic,5,auto,0,30,1,0,1,1
16,4,3,1604,basic,4,auto,1,35,0,1,0,1
16,5,1,1605,basic,4,auto,1,40,0,1,0,1
16,5,2,1605,basic,2,manual,0,40,0,0,0,0
16,5,3,1605,basic,4,manual,1,35,1,1,0,0
16,6,1,1606,basic,2,auto,0,30,1,0,0,1
16,6,2,1606,basic,5,manual,1,30,0,0,1,0
16,6,3,1606,basic,5,manual,0,30,0,0,1,0
16,7,1,1607,basic,5,auto,1,40,0,0,1,1
16,7,2,1607,basic,4,auto,1,30,1,1,0,1
16,7,3,1607,basic,4,manual,1,30,0,1,0,0
16,8,1,1608,basic,2,manual,1,35,0,0,0,0
16,8,2,1608,basic,2,manual,1,40,0,0,0,0
16,8,3,1608,basic,2,manual,1,30,1,0,0,0
16,9,1,1609,basic,2,auto,1,40,1,0,0,1
16,9,2,1609,basic,4,manual,0,40,0,1,0,0
16,9,3,1609,basic,2,manual,0,35,0,0,0,0
16,10,1,1610,basic,4,auto,0,40,0,1,0,1
16,10,2,1610,basic,4,auto,0,30,1,1,0,1
16,10,3,1610,basic,4,manual,0,35,0,1,0,0
17,1,1,1701,fun,2,auto,1,30,0,0,0,1
17,1,2,1701,fun,5,auto,1,30,0,0,1,1
17,1,3,1701,fun,2,manual,1,30,1,0,0,0
17,2,1,1702,fun,5,auto,0,30,0,0,1,1
17,2,2,1702,fun,5,manual,1,30,1,0,1,0
17,2,3,1702,fun,2,auto,0,30,0,0,0,1
17,3,1,1703,fun,4,manual,0,35,0,1,0,0
17,3,2,1703,fun,2,manual,0,30,0,0,0,0
17,3,3,1703,fun,4,manual,1,30,1,1,0,0
