store_id,treatment,price,sales_A,sales_B
588,1,195.0,16.0,17.8
589,0,200.0,6.5,19.2
590,1,195.0,14.1,11.2
591,0,200.0,21.4,31.1
592,1,195.0,29.3,7.4
593,0,200.0,12.1,27.5
594,1,195.0,14.1,18.2
595,0,200.0,24.4,12.3
596,1,195.0,22.8,9.3
597,0,200.0,15.2,22.6
598,1,195.0,9.3,23.5
599,0,200.0,19.8,24.4
600,1,195.0,23.8,30.9
601,0,200.0,21.0,16.6
602,1,195.0,23.0,24.3
603,0,200.0,20.4,20.3
604,1,195.0,16.4,14.7
605,0,200.0,8.8,34.0
606,1,195.0,12.0,14.5
607,0,200.0,14.3,27.2
608,1,195.0,19.6,30.0
609,0,200.0,14.6,22.2
610,1,195.0,15.3,37.2
611,0,200.0,10.5,22.5
612,1,195.0,27.1,23.3
613,0,200.0,18.5,19.0
614,1,195.0,22.4,18.8
615,0,200.0,27.7,37.7
616,1,195.0,17.5,9.0
617,0,200.0,19.3,40.6
618,1,195.0,15.6,33.1
619,0,200.0,33.4,15.6
620,1,195.0,26.6,33.0
621,0,200.0,17.0,18.4
622,1,195.0,17.3,11.9
623,0,200.0,14.8,10.2
624,1,195.0,22.3,13.8
625,0,200.0,21.9,7.6
626,1,195.0,24.6,26.7
627,0,200.0,4.1,23.0
628,1,195.0,31.8,10.3
629,0,200.0,33.4,23.4
630,1,195.0,16.4,19.6
631,0,200.0,24.5,20.6
632,1,195.0,26.3,12.6
633,0,200.0,21.4,8.7
634,1,195.0,21.1,12.8
635,0,200.0,14.1,29.9
636,1,195.0,30.7,24.9
637,0,200.0,11.3,17.5
638,1,195.0,31.7,21.1
639,0,200.0,38.6,23.1
640,1,195.0,23.5,17.5
641,0,200.0,21.1,18.8
642,1,195.0,27.7,27.7
643,0,200.0,13.7,9.4
644,1,195.0,7.3,24.1
645,0,200.0,11.2,2.8
646,1,195.0,25.1,39.9
647,0,200.0,20.0,26.7
648,1,195.0,22.7,19.2
649,0,200.0,27.4,17.7
650,1,195.0,24.1,22.6
651,0,200.0,14.7,27.9
652,1,195.0,20.6,14.0
653,0,200.0,24.3,12.8
654,1,195.0,22.2,19.9
655,0,200.0,28.7,23.8
656,1,195.0,21.8,26.5
657,0,200.0,31.1,24.5
658,1,195.0,22.1,9.5
659,0,200.0,11.5,17.6
660,1,195.0,17.1,18.5
661,0,200.0,20.5,24.2
662,1,195.0,21.4,23.9
663,0,200.0,20.5,4.2
664,1,195.0,14.5,18.8
665,0,200.0,10.3,24.8
666,1,195.0,34.2,29.8
667,0,200.0,18.3,31.9
668,1,195.0,23.2,17.3
669,0,200.0,15.1,17.6
670,1,195.0,18.9,21.4
671,0,200.0,21.3,20.0
672,1,195.0,25.5,29.5
673,0,200.0,27.6,8.1
674,1,195.0,1.6,27.5
675,0,200.0,9.1,18.2
676,1,195.0,12.6,5.6
677,0,200.0,24.3,26.1
678,1,195.0,17.4,0.0
679,0,200.0,15.6,23.1
680,1,195.0,10.2,21.5
681,0,200.0,19.9,24.6
682,1,195.0,23.0,12.2
683,0,200.0,29.6,18.7
684,1,195.0,21.8,12.5
685,0,200.0,16.5,12.9
686,1,195.0,20.6,33.7
687,0,200.0,9.0,7.1
688,1,195.0,33.8,18.3
689,0,200.0,14.6,28.3
690,1,195.0,17.2,34.6
691,0,200.0,25.4,16.1
692,1,195.0,39.3,15.2
693,0,200.0,25.9,22.4
694,1,195.0,32.4,32.5
695,0,200.0,20.3,14.0
696,1,195.0,25.7,14.6
697,0,200.0,36.1,21.1
698,1,195.0,19.1,21.5
699,0,200.0,9.2,12.2
700,1,195.0,31.6,14.7
701,0,200.0,11.6,24.3
702,1,195.0,31.5,25.8
703,0,200.0,28.0,13.9
704,1,195.0,10.6,32.0
705,0,200.0,17.4,18.0
706,1,195.0,32.6,24.4
707,0,200.0,23.6,37.3
708,1,195.0,16.9,27.4
709,0,200.0,20.5,22.1
710,1,195.0,34.2,24.1
711,0,200.0,24.3,28.6
712,1,195.0,19.1,13.3
713,0,200.0,11.6,4.3
714,1,195.0,38.4,11.2
715,0,200.0,18.2,17.8
716,1,195.0,24.5,26.5
717,0,200.0,26.9,15.3
718,1,195.0,20.7,22.3
719,0,200.0,18.0,32.9
720,1,195.0,25.9,25.9
721,0,200.0,25.3,29.4
722,1,195.0,23.4,9.6
723,0,200.0,23.2,14.8
724,1,195.0,17.8,24.7
725,0,200.0,29.9,20.2
726,1,195.0,24.5,33.6
727,0,200.0,21.9,40.8
728,1,195.0,26.5,5.9
729,0,200.0,26.0,23.0
730,1,195.0,32.3,25.4
731,0,200.0,18.9,10.2
732,1,195.0,20.3,13.2
733,0,200.0,15.4,24.7
734,1,195.0,35.4,23.2
735,0,200.0,10.4,23.6
736,1,195.0,31.6,15.1
737,0,200.0,18.9,20.1
738,1,195.0,15.7,25.2
739,0,200.0,19.0,23.4
740,1,195.0,14.9,16.5
741,0,200.0,25.8,17.0
742,1,195.0,35.8,16.8
743,0,200.0,21.8,27.5
744,1,195.0,10.7,5.9
745,0,200.0,7.8,30.1
746,1,195.0,17.6,40.5
747,0,200.0,15.5,21.5
748,1,195.0,34.3,36.0
749,0,200.0,36.5,29.7
750,1,195.0,30.2,24.7
751,0,200.0,26.2,15.6
752,1,195.0,15.5,20.0
753,0,200.0,18.6,16.4
754,1,195.0,27.6,27.6
755,0,200.0,20.7,31.8
756,1,195.0,12.9,18.5
757,0,200.0,14.3,5.1
758,1,195.0,21.3,19.0
759,0,200.0,32.1,25.0
760,1,195.0,13.8,34.8
761,0,200.0,29.8,24.7
762,1,195.0,20.2,12.3
763,0,200.0,17.0,28.7
764,1,195.0,37.1,32.3
765,0,200.0,16.1,11.0
766,1,195.0,23.1,5.9
767,0,200.0,22.6,18.8
768,1,195.0,18.3,7.2
769,0,200.0,24.1,15.7
770,1,195.0,12.6,0.0
771,0,200.0,19.8,34.2
772,1,195.0,35.3,16.3
773,0,200.0,15.2,23.8
774,1,195.0,14.0,22.4
775,0,200.0,26.1,29.8
776,1,195.0,21.2,18.4
777,0,200.0,13.0,13.4
778,1,195.0,20.2,22.9
779,0,200.0,27.3,13.6
780,1,195.0,33.9,17.8
781,0,200.0,19.8,14.0
782,1,195.0,2.6,27.1
783,0,200.0,25.9,17.7
784,1,195.0,22.5,24.1
785,0,200.0,7.5,15.8
786,1,195.0,28.4,10.0
787,0,200.0,22.3,9.1
788,1,195.0,25.7,19.7
789,0,200.0,7.1,29.3
790,1,195.0,16.1,13.5
791,0,200.0,21.6,29.2
792,1,195.0,13.9,20.5
793,0,200.0,23.4,25.5
794,1,195.0,23.4,17.1
795,0,200.0,13.4,20.7
796,1,195.0,13.4,0.0
797,0,200.0,23.5,27.2
798,1,195.0,3.1,11.9
799,0,200.0,25.0,36.5
800,1,195.0,22.2,14.2
801,0,200.0,18.5,31.0
802,1,195.0,16.8,13.6
803,0,200.0,16.1,12.4
804,1,195.0,23.0,33.0
805,0,200.0,22.6,18.0
806,1,195.0,19.7,7.5
807,0,200.0,27.1,19.4
808,1,195.0,20.6,45.5
809,0,200.0,22.4,14.0
810,1,195.0,18.6,29.2
811,0,200.0,20.9,8.5
812,1,195.0,29.4,14.7
813,0,200.0,35.0,28.6
814,1,195.0,18.4,30.2
815,0,200.0,20.5,26.8
816,1,195.0,25.9,13.2
817,0,200.0,14.9,28.2
818,1,195.0,19.3,16.8
819,0,200.0,12.4,23.4
820,1,195.0,38.5,11.5
821,0,200.0,20.2,31.3
822,1,195.0,21.4,23.6
823,0,200.0,11.5,23.4
824,1,195.0,20.5,27.9
825,0,200.0,29.5,40.7
826,1,195.0,26.6,22.6
827,0,200.0,21.6,17.2
828,1,195.0,24.7,17.6
829,0,200.0,21.3,30.5
830,1,195.0,13.9,29.1
831,0,200.0,30.5,19.1
832,1,195.0,5.0,15.1
833,0,200.0,30.4,19.8
834,1,195.0,14.0,16.0
835,0,200.0,26.7,24.4
836,1,195.0,20.1,17.1
837,0,200.0,16.9,12.6
838,1,195.0,34.9,17.4
839,0,200.0,29.7,32.2
840,1,195.0,30.0,16.5
841,0,200.0,23.2,19.8
842,1,195.0,14.8,22.6
843,0,200.0,10.6,29.5
844,1,195.0,18.3,21.6
845,0,200.0,22.3,17.9
846,1,195.0,26.7,16.2
847,0,200.0,27.0,9.2
848,1,195.0,23.0,35.5
849,0,200.0,12.0,14.6
850,1,195.0,26.1,21.4
851,0,200.0,22.8,23.9
852,1,195.0,27.1,28.9
853,0,200.0,23.3,18.1
854,1,195.0,27.4,35.2
855,0,200.0,18.9,12.2
856,1,195.0,30.9,19.0
857,0,200.0,2.6,26.8
858,1,195.0,17.7,19.3
859,0,200.0,22.7,21.5
860,1,195.0,27.7,16.5
861,0,200.0,24.1,17.9
862,1,195.0,27.9,24.9
863,0,200.0,12.5,28.7
864,1,195.0,17.7,26.5
865,0,200.0,22.9,34.7
866,1,195.0,20.2,17.2
867,0,200.0,19.8,17.6
868,1,195.0,28.4,7.1
869,0,200.0,11.6,11.5
870,1,195.0,29.6,33.7
871,0,200.0,19.2,18.6
872,1,195.0,22.6,29.3
